Index Name,Backbone Type,Dual or Single,Sequencing Technology,Index Side,Index Pairing,Index Set Name,Publish to manifest - Adds cycle lengths automatically
UDP50007,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50008,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50009,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50010,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50011,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50012,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50013,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50014,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50015,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50016,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50017,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50018,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50019,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50020,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50021,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50022,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50023,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50024,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50025,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50026,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50027,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50028,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50029,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50030,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50031,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50032,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50033,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50034,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50035,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50036,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50037,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50038,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50039,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50040,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50041,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50042,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50043,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50044,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50045,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50046,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50047,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50048,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50049,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50050,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50051,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50052,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50053,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50054,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50055,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50056,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50057,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50058,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50059,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50060,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50061,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50062,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50063,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50064,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50065,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50066,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50067,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50068,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50069,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50070,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50071,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50072,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50073,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50074,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50075,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50076,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50077,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50078,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50079,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50080,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50081,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50082,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50083,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50084,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50085,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50086,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50087,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50088,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50089,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50090,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50091,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50092,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50093,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50094,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50095,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50096,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50097,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50098,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50099,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50100,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50101,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50102,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50103,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50104,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50105,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50106,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50107,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50108,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50109,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50110,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50111,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50112,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50113,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50114,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50115,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50116,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50117,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50118,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50119,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50120,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50121,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50122,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50123,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50124,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50125,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50126,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50127,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50128,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50129,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50130,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50131,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50132,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50133,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50134,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50135,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50136,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50137,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50138,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50139,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50140,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50141,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50142,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50143,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50144,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50145,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50146,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50147,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50148,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50149,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50150,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50151,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50152,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50153,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50154,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50155,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50156,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
UDP50157,Nextera,DUALINDEX,ILLUMINA,i5,,Illumina - Made by IDT for Illumina-Nextera UDP (version 1)|Illumina - Made by IDT for Illumina-Nextera UDP (version 2),1
